Material;Dt.Saída;Nº Pedido;Requisitante / Destino;Unidade;Quantidade;Status
Luva;2020-03-19;308733;Rio de Janeiro;Unidade;1000,00;Entregue
Luva;2020-03-19;308733;Rio de Janeiro;Unidade;2000,00;Entregue
Luva;2020-03-28;310002;Rio de Janeiro;Unidade;5000,00;Entregue
Luva;2020-03-28;310018;Rio de Janeiro;Unidade;54600,00;Entregue
Luva;2020-03-28;310002;Rio de Janeiro;Unidade;112000,00;Entregue
Luva;2020-03-28;310018;Rio de Janeiro;Unidade;59200,00;Entregue
Luva;2020-03-28;310002;Rio de Janeiro;Unidade;64000,00;Entregue
Luva;2020-03-28;310018;Rio de Janeiro;Unidade;176800,00;Entregue
Luva;2020-03-28;310018;Rio de Janeiro;Unidade;4900,00;Entregue
Luva;2020-03-28;310002;Rio de Janeiro;Unidade;78000,00;Entregue
Luva;2020-03-28;310018;Rio de Janeiro;Unidade;59000,00;Entregue
Luva;2020-03-31;310610;Rio de Janeiro;Unidade;36000,00;Entregue
Luva;2020-03-31;310610;Rio de Janeiro;Unidade;118000,00;Entregue
Luva;2020-03-31;310610;Rio de Janeiro;Unidade;90000,00;Entregue
Luva;2020-03-31;310610;Rio de Janeiro;Unidade;2000,00;Entregue
Luva;2020-04-10;311408;Rio de Janeiro;Unidade;38000,00;Entregue
Luva;2020-04-10;311408;Rio de Janeiro;Unidade;236000,00;Entregue
Luva;2020-04-10;311408;Rio de Janeiro;Unidade;160000,00;Entregue
Luva;2020-04-10;311408;Rio de Janeiro;Unidade;30000,00;Entregue
Luva;2020-04-10;311408;Rio de Janeiro;Unidade;10000,00;Entregue
Luva;2020-04-15;311920;Rio de Janeiro;Unidade;32000,00;Entregue
Luva;2020-04-15;311920;Rio de Janeiro;Unidade;100000,00;Entregue
Luva;2020-04-15;311920;Rio de Janeiro;Unidade;14000,00;Entregue
Luva;2020-04-15;311920;Rio de Janeiro;Unidade;16000,00;Entregue
Luva;2020-04-15;311920;Rio de Janeiro;Unidade;1800,00;Entregue
Luva;2020-04-30;313998;Rio de Janeiro;Unidade;900,00;Entregue
Luva;2020-05-07;314570;Rio de Janeiro;Unidade;1100000,00;Entregue
Luva;2020-03-19;308822;Rio Grande do Norte;Unidade;13000,00;Entregue
Luva;2020-03-19;308822;Rio Grande do Norte;Unidade;13000,00;Entregue
Luva;2020-03-19;308822;Rio Grande do Norte;Unidade;7000,00;Entregue
Luva;2020-03-19;308822;Rio Grande do Norte;Unidade;6500,00;Entregue
Luva;2020-03-19;308822;Rio Grande do Norte;Unidade;6500,00;Entregue
Luva;2020-03-19;308822;Rio Grande do Norte;Unidade;13000,00;Entregue
Luva;2020-03-19;308822;Rio Grande do Norte;Unidade;13000,00;Entregue
Luva;2020-03-19;308736;Rio Grande do Norte;Unidade;500,00;Entregue
Luva;2020-03-19;308736;Rio Grande do Norte;Unidade;2000,00;Entregue
Luva;2020-03-19;308736;Rio Grande do Norte;Unidade;2000,00;Entregue
Luva;2020-03-19;308736;Rio Grande do Norte;Unidade;1000,00;Entregue
Luva;2020-03-19;308736;Rio Grande do Norte;Unidade;1000,00;Entregue
Luva;2020-03-19;308736;Rio Grande do Norte;Unidade;2000,00;Entregue
Luva;2020-03-25;309507;Rio Grande do Norte;Unidade;12000,00;Entregue
Luva;2020-03-25;309507;Rio Grande do Norte;Unidade;12000,00;Entregue
Luva;2020-03-25;309507;Rio Grande do Norte;Unidade;24000,00;Entregue
Luva;2020-03-25;309507;Rio Grande do Norte;Unidade;12000,00;Entregue
Luva;2020-03-25;309507;Rio Grande do Norte;Unidade;12000,00;Entregue
Luva;2020-03-28;310003;Rio Grande do Norte;Unidade;1000,00;Entregue
Luva;2020-03-28;310003;Rio Grande do Norte;Unidade;23000,00;Entregue
Luva;2020-03-28;310003;Rio Grande do Norte;Unidade;13000,00;Entregue
Luva;2020-03-28;310003;Rio Grande do Norte;Unidade;16000,00;Entregue
Luva;2020-03-31;310611;Rio Grande do Norte;Unidade;8000,00;Entregue
Luva;2020-03-31;310611;Rio Grande do Norte;Unidade;24000,00;Entregue
Luva;2020-03-31;310611;Rio Grande do Norte;Unidade;18000,00;Entregue
Luva;2020-03-31;310611;Rio Grande do Norte;Unidade;2000,00;Entregue
Luva;2020-04-10;311410;Rio Grande do Norte;Unidade;8000,00;Entregue
Luva;2020-04-10;311410;Rio Grande do Norte;Unidade;50000,00;Entregue
Luva;2020-04-10;311410;Rio Grande do Norte;Unidade;40000,00;Entregue
Luva;2020-04-10;311410;Rio Grande do Norte;Unidade;2000,00;Entregue
Luva;2020-04-15;311921;Rio Grande do Norte;Unidade;26000,00;Entregue
Luva;2020-04-15;311921;Rio Grande do Norte;Unidade;2000,00;Entregue
Luva;2020-04-15;311921;Rio Grande do Norte;Unidade;2000,00;Entregue
Luva;2020-04-15;311921;Rio Grande do Norte;Unidade;300,00;Entregue
Luva;2020-04-30;314014;Rio Grande do Norte;Unidade;100,00;Entregue
Luva;2020-03-19;308813;Rio Grande do Sul;Unidade;43000,00;Entregue
Luva;2020-03-19;308813;Rio Grande do Sul;Unidade;43000,00;Entregue
Luva;2020-03-19;308813;Rio Grande do Sul;Unidade;23000,00;Entregue
Luva;2020-03-19;308813;Rio Grande do Sul;Unidade;43000,00;Entregue
Luva;2020-03-19;308813;Rio Grande do Sul;Unidade;43000,00;Entregue
Luva;2020-03-19;308813;Rio Grande do Sul;Unidade;43000,00;Entregue
Luva;2020-03-19;308742;Rio Grande do Sul;Unidade;1000,00;Entregue
Luva;2020-03-19;308742;Rio Grande do Sul;Unidade;3000,00;Entregue
Luva;2020-03-19;308742;Rio Grande do Sul;Unidade;1000,00;Entregue
Luva;2020-03-19;308742;Rio Grande do Sul;Unidade;1000,00;Entregue
Luva;2020-03-19;308742;Rio Grande do Sul;Unidade;2000,00;Entregue
Luva;2020-03-28;309980;Rio Grande do Sul;Unidade;39600,00;Entregue
Luva;2020-03-28;309980;Rio Grande do Sul;Unidade;20400,00;Entregue
Luva;2020-03-28;310007;Rio Grande do Sul;Unidade;3000,00;Entregue
Luva;2020-03-28;309980;Rio Grande do Sul;Unidade;39000,00;Entregue
Luva;2020-03-28;310007;Rio Grande do Sul;Unidade;74000,00;Entregue
Luva;2020-03-28;309980;Rio Grande do Sul;Unidade;78000,00;Entregue
Luva;2020-03-28;310007;Rio Grande do Sul;Unidade;42000,00;Entregue
Luva;2020-03-28;309980;Rio Grande do Sul;Unidade;39000,00;Entregue
Luva;2020-03-28;310007;Rio Grande do Sul;Unidade;51000,00;Entregue
Luva;2020-03-31;310612;Rio Grande do Sul;Unidade;24000,00;Entregue
Luva;2020-03-31;310612;Rio Grande do Sul;Unidade;78000,00;Entregue
Luva;2020-03-31;310612;Rio Grande do Sul;Unidade;60000,00;Entregue
Luva;2020-03-31;310612;Rio Grande do Sul;Unidade;2000,00;Entregue
Luva;2020-04-10;311411;Rio Grande do Sul;Unidade;32000,00;Entregue
Luva;2020-04-10;311411;Rio Grande do Sul;Unidade;196000,00;Entregue
Luva;2020-04-10;311411;Rio Grande do Sul;Unidade;158000,00;Entregue
Luva;2020-04-10;311411;Rio Grande do Sul;Unidade;8000,00;Entregue
Luva;2020-04-15;311922;Rio Grande do Sul;Unidade;108000,00;Entregue
Luva;2020-04-15;311922;Rio Grande do Sul;Unidade;12000,00;Entregue
Luva;2020-04-15;311922;Rio Grande do Sul;Unidade;12000,00;Entregue
Luva;2020-04-15;311922;Rio Grande do Sul;Unidade;1400,00;Entregue
Luva;2020-04-30;314015;Rio Grande do Sul;Unidade;700,00;Entregue
Luva;2020-03-19;308816;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-19;308816;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-19;308816;Rondônia;Unidade;4000,00;Entregue
Luva;2020-03-19;308816;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-19;308816;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-19;308816;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-19;308738;Rondônia;Unidade;500,00;Entregue
Luva;2020-03-19;308738;Rondônia;Unidade;3000,00;Entregue
Luva;2020-03-19;308738;Rondônia;Unidade;1500,00;Entregue
Luva;2020-03-19;308738;Rondônia;Unidade;1000,00;Entregue
Luva;2020-03-19;308738;Rondônia;Unidade;1000,00;Entregue
Luva;2020-03-19;308738;Rondônia;Unidade;2000,00;Entregue
Luva;2020-03-25;309472;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-25;309472;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-25;309472;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-25;309472;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-25;309472;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-25;309472;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-28;310004;Rondônia;Unidade;1000,00;Entregue
Luva;2020-03-28;310004;Rondônia;Unidade;11000,00;Entregue
Luva;2020-03-28;310004;Rondônia;Unidade;7000,00;Entregue
Luva;2020-03-28;310004;Rondônia;Unidade;8000,00;Entregue
Luva;2020-03-31;310613;Rondônia;Unidade;4000,00;Entregue
Luva;2020-03-31;310613;Rondônia;Unidade;12000,00;Entregue
Luva;2020-03-31;310613;Rondônia;Unidade;10000,00;Entregue
Luva;2020-03-31;310613;Rondônia;Unidade;2000,00;Entregue
Luva;2020-04-10;311409;Rondônia;Unidade;4000,00;Entregue
Luva;2020-04-10;311409;Rondônia;Unidade;24000,00;Entregue
Luva;2020-04-10;311409;Rondônia;Unidade;20000,00;Entregue
Luva;2020-04-15;311923;Rondônia;Unidade;14000,00;Entregue
Luva;2020-04-15;311923;Rondônia;Unidade;1700,00;Entregue
Luva;2020-04-15;311923;Rondônia;Unidade;100,00;Entregue
Luva;2020-04-30;314016;Rondônia;Unidade;100,00;Entregue
Luva;2020-03-19;308815;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-19;308815;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-19;308815;Roraima;Unidade;1000,00;Entregue
Luva;2020-03-19;308815;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-19;308815;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-19;308815;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-19;308739;Roraima;Unidade;500,00;Entregue
Luva;2020-03-19;308739;Roraima;Unidade;1000,00;Entregue
Luva;2020-03-19;308739;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-19;308739;Roraima;Unidade;1000,00;Entregue
Luva;2020-03-19;308739;Roraima;Unidade;1000,00;Entregue
Luva;2020-03-19;308739;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-25;309473;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-25;309473;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-25;309473;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-25;309473;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-25;309473;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-28;310005;Roraima;Unidade;1000,00;Entregue
Luva;2020-03-28;310005;Roraima;Unidade;4000,00;Entregue
Luva;2020-03-28;310005;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-28;310005;Roraima;Unidade;3000,00;Entregue
Luva;2020-03-31;310614;Roraima;Unidade;2000,00;Entregue
Luva;2020-03-31;310614;Roraima;Unidade;4000,00;Entregue
Luva;2020-03-31;310614;Roraima;Unidade;4000,00;Entregue
Luva;2020-03-31;310614;Roraima;Unidade;2000,00;Entregue
Luva;2020-04-10;311412;Roraima;Unidade;10000,00;Entregue
Luva;2020-04-10;311412;Roraima;Unidade;8000,00;Entregue
Luva;2020-04-15;311924;Roraima;Unidade;4000,00;Entregue
Luva;2020-04-15;311924;Roraima;Unidade;700,00;Entregue
Luva;2020-03-19;308811;Santa Catarina;Unidade;27000,00;Entregue
Luva;2020-03-19;308811;Santa Catarina;Unidade;27000,00;Entregue
Luva;2020-03-19;308811;Santa Catarina;Unidade;15000,00;Entregue
Luva;2020-03-19;308811;Santa Catarina;Unidade;27000,00;Entregue
Luva;2020-03-19;308811;Santa Catarina;Unidade;27000,00;Entregue
Luva;2020-03-19;308811;Santa Catarina;Unidade;27000,00;Entregue
Luva;2020-03-19;308743;Santa Catarina;Unidade;300,00;Entregue
Luva;2020-03-19;308743;Santa Catarina;Unidade;1000,00;Entregue
Luva;2020-03-19;308743;Santa Catarina;Unidade;1000,00;Entregue
Luva;2020-03-19;308743;Santa Catarina;Unidade;500,00;Entregue
Luva;2020-03-19;308743;Santa Catarina;Unidade;2000,00;Entregue
Luva;2020-03-19;308743;Santa Catarina;Unidade;3000,00;Entregue
Luva;2020-03-25;309519;Santa Catarina;Unidade;25000,00;Entregue
Luva;2020-03-25;309519;Santa Catarina;Unidade;25000,00;Entregue
Luva;2020-03-25;309519;Santa Catarina;Unidade;50000,00;Entregue
Luva;2020-03-25;309519;Santa Catarina;Unidade;25000,00;Entregue
Luva;2020-03-25;309519;Santa Catarina;Unidade;25000,00;Entregue
Luva;2020-03-28;310008;Santa Catarina;Unidade;2000,00;Entregue
Luva;2020-03-28;310008;Santa Catarina;Unidade;46000,00;Entregue
Luva;2020-03-28;310008;Santa Catarina;Unidade;27000,00;Entregue
Luva;2020-03-28;310008;Santa Catarina;Unidade;32000,00;Entregue
Luva;2020-03-31;310615;Santa Catarina;Unidade;16000,00;Entregue
Luva;2020-03-31;310615;Santa Catarina;Unidade;48000,00;Entregue
Luva;2020-03-31;310615;Santa Catarina;Unidade;38000,00;Entregue
Luva;2020-03-31;310615;Santa Catarina;Unidade;2000,00;Entregue
Luva;2020-04-10;311413;Santa Catarina;Unidade;18000,00;Entregue
Luva;2020-04-10;311413;Santa Catarina;Unidade;110000,00;Entregue
Luva;2020-04-10;311413;Santa Catarina;Unidade;88000,00;Entregue
Luva;2020-04-10;311413;Santa Catarina;Unidade;4000,00;Entregue
Luva;2020-04-15;311925;Santa Catarina;Unidade;60000,00;Entregue
Luva;2020-04-15;311925;Santa Catarina;Unidade;6000,00;Entregue
Luva;2020-04-15;311925;Santa Catarina;Unidade;6000,00;Entregue
Luva;2020-04-15;311925;Santa Catarina;Unidade;800,00;Entregue
Luva;2020-04-30;314032;Santa Catarina;Unidade;400,00;Entregue
Luva;2020-03-19;308802;São Paulo;Unidade;175000,00;Entregue
Luva;2020-03-19;308802;São Paulo;Unidade;175000,00;Entregue
Luva;2020-03-19;308802;São Paulo;Unidade;94000,00;Entregue
Luva;2020-03-19;308802;São Paulo;Unidade;175000,00;Entregue
Luva;2020-03-19;308802;São Paulo;Unidade;175000,00;Entregue
Luva;2020-03-19;308802;São Paulo;Unidade;175000,00;Entregue
Luva;2020-03-25;309515;São Paulo;Unidade;112000,00;Entregue
Luva;2020-03-25;309515;São Paulo;Unidade;192000,00;Entregue
Luva;2020-03-25;309515;São Paulo;Unidade;464000,00;Entregue
Luva;2020-03-25;309515;São Paulo;Unidade;192000,00;Entregue
Luva;2020-03-25;309515;São Paulo;Unidade;192000,00;Entregue
Luva;2020-03-28;310010;São Paulo;Unidade;2000,00;Entregue
Luva;2020-03-28;310010;São Paulo;Unidade;14000,00;Entregue
Luva;2020-03-28;310010;São Paulo;Unidade;295000,00;Entregue
Luva;2020-03-28;310010;São Paulo;Unidade;172000,00;Entregue
Luva;2020-03-28;310010;São Paulo;Unidade;204200,00;Entregue
Luva;2020-03-31;310616;São Paulo;Unidade;96000,00;Entregue
Luva;2020-03-31;310616;São Paulo;Unidade;312000,00;Entregue
Luva;2020-03-31;310616;São Paulo;Unidade;240000,00;Entregue
Luva;2020-03-31;310616;São Paulo;Unidade;14000,00;Entregue
Luva;2020-04-10;311414;São Paulo;Unidade;114000,00;Entregue
Luva;2020-04-10;311414;São Paulo;Unidade;702000,00;Entregue
Luva;2020-04-10;311414;São Paulo;Unidade;566000,00;Entregue
Luva;2020-04-10;311414;São Paulo;Unidade;28000,00;Entregue
Luva;2020-04-15;311929;São Paulo;Unidade;390000,00;Entregue
Luva;2020-04-15;311929;São Paulo;Unidade;44000,00;Entregue
Luva;2020-04-15;311929;São Paulo;Unidade;49000,00;Entregue
Luva;2020-04-15;311929;São Paulo;Unidade;5500,00;Entregue
Luva;2020-04-30;314034;São Paulo;Unidade;2700,00;Entregue
Luva;2020-03-19;308807;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-19;308807;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-19;308807;Sergipe;Unidade;5000,00;Entregue
Luva;2020-03-19;308807;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-19;308807;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-19;308807;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-19;308749;Sergipe;Unidade;500,00;Entregue
Luva;2020-03-19;308749;Sergipe;Unidade;2000,00;Entregue
Luva;2020-03-19;308749;Sergipe;Unidade;2000,00;Entregue
Luva;2020-03-19;308749;Sergipe;Unidade;1000,00;Entregue
Luva;2020-03-19;308749;Sergipe;Unidade;1000,00;Entregue
Luva;2020-03-19;308749;Sergipe;Unidade;2000,00;Entregue
Luva;2020-03-25;309479;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-25;309479;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-25;309479;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-25;309479;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-25;309479;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-25;309479;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-28;310009;Sergipe;Unidade;1000,00;Entregue
Luva;2020-03-28;310009;Sergipe;Unidade;15000,00;Entregue
Luva;2020-03-28;310009;Sergipe;Unidade;9000,00;Entregue
Luva;2020-03-28;310009;Sergipe;Unidade;10000,00;Entregue
Luva;2020-03-31;310617;Sergipe;Unidade;4000,00;Entregue
Luva;2020-03-31;310617;Sergipe;Unidade;16000,00;Entregue
Luva;2020-03-31;310617;Sergipe;Unidade;12000,00;Entregue
Luva;2020-03-31;310617;Sergipe;Unidade;2000,00;Entregue
Luva;2020-04-10;311415;Sergipe;Unidade;4000,00;Entregue
Luva;2020-04-10;311415;Sergipe;Unidade;34000,00;Entregue
Luva;2020-04-10;311415;Sergipe;Unidade;28000,00;Entregue
Luva;2020-04-15;311927;Sergipe;Unidade;18000,00;Entregue
Luva;2020-04-15;311927;Sergipe;Unidade;2000,00;Entregue
Luva;2020-04-15;311927;Sergipe;Unidade;2400,00;Entregue
Luva;2020-04-15;311927;Sergipe;Unidade;200,00;Entregue
Luva;2020-04-30;314035;Sergipe;Unidade;100,00;Entregue
Luva;2020-03-19;308798;Tocantins;Unidade;6000,00;Entregue
Luva;2020-03-19;308798;Tocantins;Unidade;6000,00;Entregue
Luva;2020-03-19;308798;Tocantins;Unidade;3000,00;Entregue
Luva;2020-03-19;308798;Tocantins;Unidade;6000,00;Entregue
Luva;2020-03-19;308798;Tocantins;Unidade;6000,00;Entregue
Luva;2020-03-19;308798;Tocantins;Unidade;6000,00;Entregue
Luva;2020-03-19;308754;Tocantins;Unidade;1000,00;Entregue
Luva;2020-03-19;308754;Tocantins;Unidade;1000,00;Entregue
Luva;2020-03-19;308754;Tocantins;Unidade;2000,00;Entregue
Luva;2020-03-25;309474;Tocantins;Unidade;5000,00;Entregue
Luva;2020-03-25;309474;Tocantins;Unidade;5000,00;Entregue
Luva;2020-03-25;309474;Tocantins;Unidade;5000,00;Entregue
Luva;2020-03-25;309474;Tocantins;Unidade;5000,00;Entregue
Luva;2020-03-25;309474;Tocantins;Unidade;5000,00;Entregue
Luva;2020-03-25;309474;Tocantins;Unidade;5000,00;Entregue
Luva;2020-03-28;310011;Tocantins;Unidade;1000,00;Entregue
Luva;2020-03-28;310011;Tocantins;Unidade;10000,00;Entregue
Luva;2020-03-28;310011;Tocantins;Unidade;6000,00;Entregue
Luva;2020-03-28;310011;Tocantins;Unidade;7000,00;Entregue
Luva;2020-03-31;310618;Tocantins;Unidade;4000,00;Entregue
Luva;2020-03-31;310618;Tocantins;Unidade;10000,00;Entregue
Luva;2020-03-31;310618;Tocantins;Unidade;8000,00;Entregue
Luva;2020-03-31;310618;Tocantins;Unidade;2000,00;Entregue
Luva;2020-04-10;311416;Tocantins;Unidade;4000,00;Entregue
Luva;2020-04-10;311416;Tocantins;Unidade;20000,00;Entregue
Luva;2020-04-10;311416;Tocantins;Unidade;10000,00;Entregue
Luva;2020-04-10;311416;Tocantins;Unidade;24000,00;Entregue
Luva;2020-04-15;311928;Tocantins;Unidade;18000,00;Entregue
Luva;2020-04-15;311928;Tocantins;Unidade;2000,00;Entregue
Luva;2020-04-15;311928;Tocantins;Unidade;2100,00;Entregue
Luva;2020-04-15;311928;Tocantins;Unidade;300,00;Entregue
Luva;2020-04-30;314036;Tocantins;Unidade;100,00;Entregue
Máscara Cirúrgica;2020-03-21;309238;Acre;Unidade;5000,00;Entregue
Máscara Cirúrgica;2020-03-25;309616;Acre;Unidade;10000,00;Entregue
Máscara Cirúrgica;2020-03-28;309979;Acre;Unidade;30000,00;Entregue
Máscara Cirúrgica;2020-03-31;310553;Acre;Unidade;19500,00;Entregue
Máscara Cirúrgica;2020-04-15;311901;Acre;Unidade;29100,00;Entregue
Máscara Cirúrgica;2020-04-23;312988;Acre;Unidade;10000,00;Entregue
Máscara Cirúrgica;2020-04-30;314018;Acre;Unidade;8000,00;Entregue
Máscara Cirúrgica;2020-05-14;315514;Acre;Unidade;41800,00;Entregue
Máscara Cirúrgica;2020-05-22;316476;Acre;Unidade;97100,00;Entregue
Máscara Cirúrgica;2020-06-04;317759;Acre;Unidade;52600,00;Entregue
Máscara Cirúrgica;2020-06-04;317759;Acre;Unidade;50000,00;Entregue
Máscara Cirúrgica;2020-06-05;317920;Acre;Unidade;21300,00;Entregue
Máscara Cirúrgica;2020-06-10;318262;Acre;Unidade;60700,00;Entregue
Máscara Cirúrgica;2020-06-10;318236;Acre;Unidade;12600,00;Entregue
Máscara Cirúrgica;2020-06-29;320571;Acre;Unidade;124400,00;Entregue
Máscara Cirúrgica;2020-06-29;320543;Acre;Unidade;25800,00;Entregue
Máscara Cirúrgica;2020-03-21;309241;Alagoas;Unidade;20000,00;Entregue
Máscara Cirúrgica;2020-03-25;309621;Alagoas;Unidade;55000,00;Entregue
Máscara Cirúrgica;2020-03-28;309983;Alagoas;Unidade;120000,00;Entregue
Máscara Cirúrgica;2020-03-31;310595;Alagoas;Unidade;37500,00;Entregue
Máscara Cirúrgica;2020-04-23;312992;Alagoas;Unidade;28000,00;Entregue
Máscara Cirúrgica;2020-04-30;314019;Alagoas;Unidade;30000,00;Entregue
Máscara Cirúrgica;2020-05-14;315535;Alagoas;Unidade;111400,00;Entregue
Máscara Cirúrgica;2020-05-22;316477;Alagoas;Unidade;296550,00;Entregue
Máscara Cirúrgica;2020-06-04;317760;Alagoas;Unidade;308700,00;Entregue
Máscara Cirúrgica;2020-06-05;317921;Alagoas;Unidade;66600,00;Entregue
Máscara Cirúrgica;2020-06-10;318264;Alagoas;Unidade;182700,00;Entregue
Máscara Cirúrgica;2020-06-10;318237;Alagoas;Unidade;39400,00;Entregue
Máscara Cirúrgica;2020-06-29;320572;Alagoas;Unidade;374100,00;Entregue
Máscara Cirúrgica;2020-06-29;320544;Alagoas;Unidade;80700,00;Entregue
Máscara Cirúrgica;2020-03-21;309242;Amapá;Unidade;5000,00;Entregue
Máscara Cirúrgica;2020-03-25;309615;Amapá;Unidade;10000,00;Entregue
Máscara Cirúrgica;2020-03-28;309985;Amapá;Unidade;30000,00;Entregue
Máscara Cirúrgica;2020-03-31;310593;Amapá;Unidade;17500,00;Entregue
Máscara Cirúrgica;2020-04-15;311926;Amapá;Unidade;26400,00;Entregue
Máscara Cirúrgica;2020-04-23;312993;Amapá;Unidade;10000,00;Entregue
Máscara Cirúrgica;2020-04-30;314020;Amapá;Unidade;18000,00;Entregue
Máscara Cirúrgica;2020-05-14;315538;Amapá;Unidade;41000,00;Entregue
Máscara Cirúrgica;2020-05-22;316483;Amapá;Unidade;49700,00;Entregue
Máscara Cirúrgica;2020-05-22;316483;Amapá;Unidade;41600,00;Entregue
Máscara Cirúrgica;2020-05-28;316928;Amapá;Unidade;50000,00;Entregue
Máscara Cirúrgica;2020-06-04;317762;Amapá;Unidade;14400,00;Entregue
Máscara Cirúrgica;2020-06-04;317762;Amapá;Unidade;68900,00;Entregue
Máscara Cirúrgica;2020-06-05;317923;Amapá;Unidade;34700,00;Entregue
Máscara Cirúrgica;2020-06-10;318266;Amapá;Unidade;49300,00;Entregue
Máscara Cirúrgica;2020-06-10;318239;Amapá;Unidade;20500,00;Entregue
Máscara Cirúrgica;2020-06-29;320574;Amapá;Unidade;100900,00;Entregue
Máscara Cirúrgica;2020-06-29;320546;Amapá;Unidade;42000,00;Entregue
Máscara Cirúrgica;2020-03-21;309243;Amazonas;Unidade;25000,00;Entregue
Máscara Cirúrgica;2020-03-25;309617;Amazonas;Unidade;65000,00;Entregue
Máscara Cirúrgica;2020-03-28;309984;Amazonas;Unidade;150000,00;Entregue
Máscara Cirúrgica;2020-03-31;310594;Amazonas;Unidade;52500,00;Entregue
Máscara Cirúrgica;2020-04-15;311904;Amazonas;Unidade;120300,00;Entregue
Máscara Cirúrgica;2020-04-23;312994;Amazonas;Unidade;30000,00;Entregue
Máscara Cirúrgica;2020-04-23;312994;Amazonas;Unidade;6000,00;Entregue
Máscara Cirúrgica;2020-04-29;313902;Amazonas;Unidade;40000,00;Entregue
Máscara Cirúrgica;2020-05-14;315536;Amazonas;Unidade;180300,00;Entregue
Máscara Cirúrgica;2020-05-22;316481;Amazonas;Unidade;453550,00;Entregue
Máscara Cirúrgica;2020-06-04;317761;Amazonas;Unidade;494300,00;Entregue
Máscara Cirúrgica;2020-06-05;317922;Amazonas;Unidade;80200,00;Entregue
Máscara Cirúrgica;2020-06-10;318265;Amazonas;Unidade;292500,00;Entregue
Máscara Cirúrgica;2020-06-10;318238;Amazonas;Unidade;47400,00;Entregue
Máscara Cirúrgica;2020-06-29;320573;Amazonas;Unidade;598900,00;Entregue
Máscara Cirúrgica;2020-06-29;320545;Amazonas;Unidade;97200,00;Entregue
Máscara Cirúrgica;2020-03-21;309264;Bahia;Unidade;105000,00;Entregue
Máscara Cirúrgica;2020-03-25;309623;Bahia;Unidade;157500,00;Entregue
Máscara Cirúrgica;2020-03-25;309623;Bahia;Unidade;127500,00;Entregue
Máscara Cirúrgica;2020-03-28;309986;Bahia;Unidade;532500,00;Entregue
Máscara Cirúrgica;2020-03-31;310596;Bahia;Unidade;172500,00;Entregue
Máscara Cirúrgica;2020-04-15;311905;Bahia;Unidade;10800,00;Entregue
Máscara Cirúrgica;2020-04-15;311905;Bahia;Unidade;163800,00;Entregue
Máscara Cirúrgica;2020-04-15;311905;Bahia;Unidade;234600,00;Entregue
Máscara Cirúrgica;2020-04-23;312995;Bahia;Unidade;126000,00;Entregue
Máscara Cirúrgica;2020-04-30;314022;Bahia;Unidade;136000,00;Entregue
Máscara Cirúrgica;2020-05-14;315540;Bahia;Unidade;557500,00;Entregue
Máscara Cirúrgica;2020-05-22;316485;Bahia;Unidade;1415300,00;Entregue
Máscara Cirúrgica;2020-06-04;317763;Bahia;Unidade;1636400,00;Entregue
Máscara Cirúrgica;2020-06-05;317924;Bahia;Unidade;153800,00;Entregue
Máscara Cirúrgica;2020-06-10;318267;Bahia;Unidade;968400,00;Entregue
Máscara Cirúrgica;2020-06-10;318241;Bahia;Unidade;91000,00;Entregue
Máscara Cirúrgica;2020-06-29;320575;Bahia;Unidade;1982800,00;Entregue
Máscara Cirúrgica;2020-06-29;320547;Bahia;Unidade;186400,00;Entregue
