DATA,FORNECEDOR,DESTINO,ESTADOMUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATADEENTREGA
02/10/2020,KTK,ALAGOAS,MUNICIPIO,TRANSPORTE,3,60000,SECR MUN DE SAUDE DE MARAGOGI  AL,AL,05/10/2020
02/10/2020,KTK,ALAGOAS,MUNICIPIO,TRANSPORTE,8,160000,SECR MUN DE SAUDE DE MARAGOGI  AL,AL,05/10/2020
30/05/2020,WEG,BAHIA,ESTADO,UTI,30,1800000,Secretaria Estadual de Saœde,BA,01/06/2020
30/05/2020,MAGNAMED,BAHIA,ESTADO,TRANSPORTE,30,1448700,Secretaria Estadual de Saœde,BA,01/06/2020
04/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900,SALVADOR - Secretaria Municipal de Saœde,BA,06/06/2020
04/06/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SALVADOR - Secretaria Municipal de Saœde,BA,06/06/2020
04/06/2020,VYAIRE,BAHIA,ESTADO,UTI,40,2400000,Secretaria Estadual de Saœde,BA,05/06/2020
07/06/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,20,1200000,SALVADOR - Secretaria Municipal de Saœde,BA,09/06/2020
07/06/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SALVADOR - Secretaria Municipal de Saœde,BA,09/06/2020
07/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,30,1448700,SALVADOR - Secretaria Municipal de Saœde,BA,09/06/2020
08/06/2020,WEG,BAHIA,MUNICIPIO,UTI,10,600000,Barreiras (Hospital do Oeste de Barriras),BA,10/06/2020
08/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,Barreiras (Hospital do Oeste de Barriras),BA,10/06/2020
08/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,Barreiras (Hospital do Oeste de Barriras),BA,10/06/2020
12/06/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,4,240000,Secretaria Municipal de Saœde (Feira de Santana),BA,14/06/2020
12/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,3,144870,Secretaria Municipal de Saœde (Feira de Santana),BA,14/06/2020
16/06/2020,MAGNAMED,BAHIA,ESTADO,TRANSPORTE,27,1303830,Secretaria Estadual de Saœde,BA,17/06/2020
16/06/2020,VYAIRE,BAHIA,ESTADO,UTI,27,1620000,Secretaria Estadual de Saœde,BA,17/06/2020
26/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,Secretaria Municipal de Saœde (CASA NOVA),BA,01/07/2020
26/06/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,Secretaria Municipal de Saœde (CASA NOVA),BA,01/07/2020
26/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,Secretaria Municipal de Saœde (ITAMARAJU),BA,01/07/2020
26/06/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,Secretaria Municipal de Saœde (ITAMARAJU),BA,01/07/2020
26/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde  (JACOBINA),BA,27/06/2020
26/06/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde  (JACOBINA),BA,27/06/2020
26/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde (JUAZEIRO),BA,01/07/2020
26/06/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saœde (JUAZEIRO),BA,01/07/2020
26/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde (MATA DO SÌO JOÌO),BA,01/07/2020
26/06/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saœde (MATA DO SÌO JOÌO),BA,01/07/2020
26/06/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,20,965800,Secretaria Municipal de Saœde (SERRINHA),BA,01/07/2020
04/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde (ITABUNA),BA,07/07/2020
04/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5,100000,Secretaria Municipal de Saœde (ITABUNA),BA,07/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,Juazeiro - Pr—-Mater,BA,13/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,Juazeiro - Pr—-Mater,BA,13/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000,Paulo Afonso - Nair Alves,BA,14/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,4,193160,Paulo Afonso - Nair Alves,BA,14/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,SALVADOR - HOSPITAL DA SAGRADA FAMILIA,BA,13/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,SALVADOR - HOSPITAL DA SAGRADA FAMILIA,BA,13/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SALVADOR - HOSPITAL DE SALVADOR,BA,13/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900,SALVADOR - HOSPITAL DE SALVADOR,BA,13/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SALVADOR - Pronto ATENDIMENTO,BA,13/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900,SALVADOR - Pronto ATENDIMENTO,BA,13/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000,Senhor do Bonfim - Hospital de Sr. do Bonfim,BA,13/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,4,193160,Senhor do Bonfim - Hospital de Sr. do Bonfim,BA,13/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,Vit—ria da Conquista - Hospital das Cl’nicas de Conquista,BA,12/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,Vit—ria da Conquista - Hospital das Cl’nicas de Conquista,BA,12/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,30,1448700,Bahia - Secretaria Estadual de Saœde,BA,17/07/2020
10/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,17,1020000,Bahia - Secretaria Estadual de Saœde,BA,17/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,ABAIRA - Secretaria Municipal de Saœde,BA,16/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,BARRA DO CHO‚A - Secretaria Municipal de Saœde,BA,15/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,BARROCAS - Secretaria Municipal de Saœde,BA,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,CACULƒ - Secretaria Municipal de Saœde,BA,15/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,CAMA‚ARI - Secretaria Municipal de Saœde,BA,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,CAMA‚ARI - Secretaria Municipal de Saœde,BA,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,CAMA‚ARI - Secretaria Municipal de Saœde,BA,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,CAMPO ALEGRE DE LOURDES - Secretaria Municipal de Saœde,BA,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,CAMPO FORMOSO - Secretaria Municipal de Saœde,BA,18/07/2020
10/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,CAMPO FORMOSO - Secretaria Municipal de Saœde,BA,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,MUNDO NOVO - Secretaria Municipal de Saœde,BA,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,3,144870,SIMÍES FILHO - Secretaria Municipal de Saœde,BA,17/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,VITîRIA DA CONQUISTA - Secretaria Municipal de Saœde,BA,15/07/2020
10/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000,VITîRIA DA CONQUISTA - Secretaria Municipal de Saœde,BA,15/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,XIQUE-XIQUE - Secretaria Municipal de Saœde,BA,18/07/2020
17/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,6,360000,SALVADOR - Secretaria Municipal de Saœde ,BA,24/07/2020
17/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,8,386320,SALVADOR - Secretaria Municipal de Saœde ,BA,24/07/2020
17/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,ITAPETINIGA - Secretaria Municipal de Saœde ,BA,24/07/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000, ITAPETINGA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5,100000, ITAPETINGA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,4,80000,ALAGOINHAS - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,ANDARAI - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,BARRA  - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,BIRITINGA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,BOA VISTA DO TUPIM - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,BOM JESUS DA LAPA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,BOM JESUS DA LAPA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,7,420000,CAETITE - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,CASTRO ALVES - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,4,80000,CONCEICAO DO JACUIPE - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,CURACA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,CURACA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,ENTRE RIOS - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,ITABUNA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,10,200000,ITABUNA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,ITATIM - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,JAGUARARI - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000,LAJE - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,LAJE - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,MATA DE SÌO JOAO - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,POJUCA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,POJUCA - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,QUIJINGUE - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,QUIJINGUE - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,ESTADO,UTI,5,300000,SALVADOR - Secretaria Estadual de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,ESTADO,TRANSPORTE,14,280000,SALVADOR - Secretaria Estadual de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,SANTALUZ - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000,SENTO SE - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,SENTO SE - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,VALENTE - Secretaria Municipal de Saœde ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,VALENTE - Secretaria Municipal de Saœde ,BA,07/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,SMS de Amargosa,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000,SMS de Coracao De Maria,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Coracao De Maria,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000,SMS de Jandaira,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Jandaira,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,6,360000,SMS de Miguel Calmon,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Monte Santo,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,MAIRINQUE - Secretaria Municipal de Saœde ,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Muritiba,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Muritiba,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,SMS de Riacho De Sanatana,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000,SMS de Umburanas,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Umburanas,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Valenca,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Valenca,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,5,300000,SMS de Vitoria Da Conquista,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5,100000,SMS de Vitoria Da Conquista,BA,08/08/2020
03/08/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,6,360000,SMS de Euclides Da Cunha,BA,08/08/2020
03/08/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,6,120000,SMS de Feira De Santana,BA,08/08/2020
09/08/2020,LEISTUNG,BAHIA,ESTADO,UTI,10,600000,SECRETARIA ESTADUAL DE SAUDE BAHIA ALMOX,BA,14/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Santa Teresinha,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,SMS de Santa Teresinha,BA,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Serra Dourada,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Serra Dourada,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,20,1200000,SMS de Juazeiro,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SMS de Senhor Do Bonfim,BA,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Serra Do Ramalho,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Serra Do Ramalho,BA,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,SMS de Feira De Santana,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,SMS de Feira De Santana,BA,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SMS de Bom Jesus Da Lapa,BA,18/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Central,BA,25/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Central,BA,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Canapolis,BA,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Canapolis,BA,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Uaua,BA,28/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Quixabeira,BA,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Governador Mangabeira,BA,26/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Urandi,BA,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SECR MUN DE SAUDE DE SAO FELIXÊ BA,BA,26/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,26/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Mutuipe,BA,26/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Araci,BA,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Araci,BA,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Ipecaeta,BA,26/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,3,144870,SMS de Livramento De Nossa Senhora,BA,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,4,240000,SMS de Livramento De Nossa Senhora,BA,27/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Maragogipe,BA,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Santanopolis,BA,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Candeal,BA,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Vera Cruz,BA,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,UTI,3,180000,SMS de Vera Cruz,BA,31/08/2020
03/09/2020,MAGNAMED,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Serrolandia,BA,09/09/2020
21/09/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Baianopolis,BA,28/09/2020
21/09/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,28/09/2020
21/09/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Nova Soure,BA,28/09/2020
21/09/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Nova Soure,BA,28/09/2020
ESTADO,WEG,DISTRITO FEDERAL,ESTADO ,UTI,25,1500000,Secretaria Estadual de Saœde,DF,10/06/2020
09/06/2020,MAGNAMED,DISTRITO FEDERAL,ESTADO ,TRANSPORTE,25,1207250,Secretaria Estadual de Saœde,DF,10/06/2020
25/06/2020,VYAIRE,DISTRITO FEDERAL,ESTADO ,UTI,30,1800000,Secretaria Estadual de Saœde,DF,26/06/2020
25/06/2020,MAGNAMED,DISTRITO FEDERAL,ESTADO ,TRANSPORTE,20,965800,Secretaria Estadual de Saœde,DF,26/06/2020
26/06/2020,MAGNAMED,DISTRITO FEDERAL,ESTADO ,TRANSPORTE,40,1931600,Secretaria Estadual de Saœde,DF,27/06/2020
26/06/2020,VYAIRE,DISTRITO FEDERAL,ESTADO ,UTI,60,3600000,Secretaria Estadual de Saœde,DF,27/06/2020
04/07/2020,VYAIRE,DISTRITO FEDERAL,ESTADO,UTI,30,1800000,Secretaria Estadual de Saœde,DF,06/07/2020
10/07/2020,MAGNAMED,DISTRITO FEDERAL,ESTADO,TRANSPORTE,17,820930,Secretaria Estadual de Saœde,DF,13/07/2020
10/07/2020,UTI,DISTRITO FEDERAL,ESTADO,UTI,3,180000,Secretaria Estadual de Saœde,DF,13/07/2020
16/05/2020,LEISTUNG,MARANHÌO,ESTADO,UTI,20,1200000,Secretaria Estadual de Saœde,MA,18/05/2020
16/05/2020,MAGNAMED,MARANHÌO,ESTADO,TRANSPORTE,5,241450,Secretaria Estadual de Saœde,MA,17/05/2020
28/05/2020,VYAIRE,MARANHÌO,ESTADO,UTI,10,600000,Secretaria Estadual de Saœde,MA,01/06/2020
28/05/2020,MAGNAMED,MARANHÌO,ESTADO,TRANSPORTE,10,482900,Secretaria Estadual de Saœde,MA,01/06/2020
04/06/2020,VYAIRE,MARANHÌO,ESTADO,UTI,14,840000,Secretaria Estadual de Saœde,MA,05/06/2020
04/06/2020,WEG,MARANHÌO,ESTADO,UTI,1,60000,Secretaria Estadual de Saœde,MA,05/06/2020
04/06/2020,MAGNAMED,MARANHÌO,ESTADO,TRANSPORTE,2,96580,Secretaria Estadual de Saœde,MA,05/06/2020
04/06/2020,MAGNAMED,MARANHÌO,ESTADO,TRANSPORTE,13,627770,Secretaria Estadual de Saœde,MA,05/06/2020
04/06/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (Caxias),MA,06/06/2020
04/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde (Caxias),MA,06/06/2020
08/06/2020,LEISTUNG,MARANHÌO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (Pinheiro),MA,11/06/2020
08/06/2020,LEISTUNG,MARANHÌO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (Santa Ins),MA,11/06/2020
08/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde (Santa Ins),MA,11/06/2020
08/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde (Pinheiro),MA,11/06/2020
08/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde (Balsas),MA,11/06/2020
08/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde (S‹o Lu’s),MA,11/06/2020
08/06/2020,LEISTUNG,MARANHÌO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (Balsas),MA,11/06/2020
08/06/2020,LEISTUNG,MARANHÌO,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde (S‹o Lu’s),MA,11/06/2020
16/06/2020,MAGNAMED,MARANHÌO,ESTADO,TRANSPORTE,20,965800,Secretaria Estadual de Saœde,MA,22/06/2020
26/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde  (BALSAS - SMS),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde (CAXIAS),MA,03/07/2020
26/06/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saœde (CAXIAS),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,19,917510,Secretaria Municipal de Saœde (IMPERATRIZ),MA,03/07/2020
26/06/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (IMPERATRIZ),MA,03/07/2020
26/06/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,8,480000,Secretaria Municipal de Saœde (PERITORî),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,20,965800,Secretaria Municipal de Saœde (SANTA INæS),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,3,144870,Secretaria Municipal de Saœde (SÌO JOSƒ DE RIBAMAR),MA,03/07/2020
26/06/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saœde (SÌO JOSƒ DE RIBAMAR),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde (S‹o Lu’s),MA,03/07/2020
26/06/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde (S‹o Lu’s),MA,03/07/2020
26/06/2020,VYAIRE,MARANHÌO,MUNICIPIO,UTI,1,60000,Secretaria Municipal de Saœde (SêTIO NOVO),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHÌO,MUNICIPIO,TRANSPORTE,1,48290,Secretaria Municipal de Saœde (TIMOM),MA,03/07/2020
